src_ip,dst_ip,src_port,dst_port,packet_size,protocol_type,timestamp
203.0.113.1,10.0.0.1,23736,80,72,UDP,2.3544155492201044
203.0.113.9,10.0.0.1,17313,80,60,UDP,2.3551940175480084
203.0.113.5,10.0.0.1,56270,80,107,UDP,2.3565858615176682
203.0.113.1,10.0.0.1,6667,80,56,UDP,2.3574696987651316
203.0.113.3,10.0.0.1,14850,80,68,UDP,2.358482681704351
203.0.113.9,10.0.0.1,51899,80,82,UDP,2.359573917144177
203.0.113.2,10.0.0.1,50406,80,108,UDP,2.3609562589689914
203.0.113.3,10.0.0.1,25049,80,60,UDP,2.3625531558475075
203.0.113.5,10.0.0.1,43787,80,86,UDP,2.363281396129216
203.0.113.5,10.0.0.1,53147,80,75,UDP,2.3640672027326293
203.0.113.7,10.0.0.1,50500,80,72,UDP,2.3656392752129003
203.0.113.5,10.0.0.1,59415,80,59,UDP,2.3665633398358805
203.0.113.3,10.0.0.1,29331,80,61,UDP,2.3669814889648104
203.0.113.8,10.0.0.1,49370,80,124,UDP,2.368156201951893
203.0.113.4,10.0.0.1,62451,80,58,UDP,2.369856991898195
203.0.113.1,10.0.0.1,54753,80,72,UDP,2.3699569918981953
203.0.113.1,10.0.0.1,20693,80,62,UDP,2.3707940306134945
203.0.113.1,10.0.0.1,38342,80,46,UDP,2.3718555345454106
203.0.113.8,10.0.0.1,10573,80,96,UDP,2.3738185475005604
203.0.113.9,10.0.0.1,16223,80,110,UDP,2.374858802740928
203.0.113.1,10.0.0.1,48268,80,100,UDP,2.3761901917522446
203.0.113.5,10.0.0.1,48350,80,107,UDP,2.3777194741437673
203.0.113.7,10.0.0.1,64313,80,108,UDP,2.378350396569732
203.0.113.3,10.0.0.1,28782,80,77,UDP,2.3796237723926317
203.0.113.2,10.0.0.1,34229,80,127,UDP,2.380499417969915
203.0.113.8,10.0.0.1,55497,80,58,UDP,2.380800013431066
203.0.113.3,10.0.0.1,65329,80,56,UDP,2.3825100717667658
203.0.113.6,10.0.0.1,33138,80,43,UDP,2.3835886467981804
203.0.113.9,10.0.0.1,27812,80,56,UDP,2.3848736743002528
203.0.113.1,10.0.0.1,9209,80,83,UDP,2.3864564374666393
203.0.113.5,10.0.0.1,54121,80,77,UDP,2.387193507028304
203.0.113.1,10.0.0.1,58824,80,54,UDP,2.388103182031828
203.0.113.2,10.0.0.1,2132,80,74,UDP,2.3896307308063727
203.0.113.1,10.0.0.1,17776,80,82,UDP,2.3907229299222736
203.0.113.5,10.0.0.1,55244,80,36,UDP,2.3911081208453795
203.0.113.2,10.0.0.1,7197,80,80,UDP,2.3925618145914886
203.0.113.8,10.0.0.1,37375,80,58,UDP,2.3933092890800647
203.0.113.7,10.0.0.1,11743,80,41,UDP,2.3936451551648426
203.0.113.3,10.0.0.1,63676,80,40,UDP,2.3950988959497357
203.0.113.6,10.0.0.1,2094,80,111,UDP,2.3956962722797845
203.0.113.7,10.0.0.1,58032,80,43,UDP,2.3971621306523505
203.0.113.8,10.0.0.1,36230,80,40,UDP,2.3972621306523507
203.0.113.9,10.0.0.1,23483,80,66,UDP,2.3985354074134926
203.0.113.3,10.0.0.1,48691,80,34,UDP,2.4001547524849585
203.0.113.3,10.0.0.1,16501,80,50,UDP,2.400754994452297
203.0.113.1,10.0.0.1,33383,80,35,UDP,2.4015468037870042
203.0.113.6,10.0.0.1,10952,80,55,UDP,2.403879907078672
203.0.113.4,10.0.0.1,33277,80,55,UDP,2.4052153580501785
203.0.113.1,10.0.0.1,7611,80,120,UDP,2.4065051353654674
203.0.113.5,10.0.0.1,39894,80,90,UDP,2.407533541199445
203.0.113.5,10.0.0.1,14665,80,60,UDP,2.4080054577879495
203.0.113.1,10.0.0.1,10392,80,81,UDP,2.409219638242631
203.0.113.3,10.0.0.1,12262,80,94,UDP,2.4101786342085547
203.0.113.3,10.0.0.1,49678,80,70,UDP,2.4104170677916588
203.0.113.9,10.0.0.1,49125,80,83,UDP,2.4107945213869293
203.0.113.1,10.0.0.1,33239,80,128,UDP,2.412256916622344
203.0.113.9,10.0.0.1,51921,80,102,UDP,2.413959065010444
203.0.113.7,10.0.0.1,45293,80,67,UDP,2.4152010830170947
203.0.113.4,10.0.0.1,48988,80,87,UDP,2.4158107242741735
203.0.113.1,10.0.0.1,36981,80,99,UDP,2.416675591446998
203.0.113.4,10.0.0.1,43642,80,89,UDP,2.4176781291708287
203.0.113.1,10.0.0.1,26251,80,75,UDP,2.4192551220869856
203.0.113.4,10.0.0.1,41688,80,55,UDP,2.4195023188449296
203.0.113.1,10.0.0.1,7542,80,51,UDP,2.4203041763030106
203.0.113.6,10.0.0.1,48014,80,85,UDP,2.4208311924589756
203.0.113.1,10.0.0.1,20392,80,121,UDP,2.4215861944306103
203.0.113.9,10.0.0.1,64770,80,55,UDP,2.4224885513352743
203.0.113.9,10.0.0.1,64290,80,107,UDP,2.423317416607546
203.0.113.3,10.0.0.1,20311,80,76,UDP,2.4248097305928247
203.0.113.9,10.0.0.1,51248,80,118,UDP,2.425427225560496
203.0.113.6,10.0.0.1,61684,80,39,UDP,2.4263485418606567
203.0.113.4,10.0.0.1,6056,80,103,UDP,2.427359676770911
203.0.113.3,10.0.0.1,39475,80,128,UDP,2.4283778450004223
203.0.113.2,10.0.0.1,58512,80,99,UDP,2.4293297610232765
203.0.113.5,10.0.0.1,29583,80,74,UDP,2.430173242007089
203.0.113.5,10.0.0.1,9467,80,85,UDP,2.430834840977108
203.0.113.4,10.0.0.1,8844,80,79,UDP,2.431601553392699
203.0.113.3,10.0.0.1,11881,80,122,UDP,2.4335183575115464
203.0.113.4,10.0.0.1,12804,80,105,UDP,2.435486833495718
203.0.113.6,10.0.0.1,31946,80,70,UDP,2.436735721320466
203.0.113.6,10.0.0.1,30905,80,113,UDP,2.437540411945416
203.0.113.5,10.0.0.1,4732,80,44,UDP,2.4381338572442064
203.0.113.2,10.0.0.1,62611,80,37,UDP,2.438641271024677
203.0.113.2,10.0.0.1,29437,80,84,UDP,2.438741271024677
203.0.113.8,10.0.0.1,10664,80,67,UDP,2.4402497686264866
203.0.113.1,10.0.0.1,37552,80,105,UDP,2.4412203003721187
203.0.113.1,10.0.0.1,59690,80,105,UDP,2.4424715723872032
203.0.113.3,10.0.0.1,40596,80,123,UDP,2.4436558438170093
203.0.113.1,10.0.0.1,10576,80,57,UDP,2.4447528693998515
203.0.113.5,10.0.0.1,15435,80,60,UDP,2.445206037126167
203.0.113.1,10.0.0.1,64716,80,123,UDP,2.4454024474489295
203.0.113.4,10.0.0.1,46905,80,128,UDP,2.4462046431973308
203.0.113.7,10.0.0.1,58132,80,103,UDP,2.4468158060406093
203.0.113.8,10.0.0.1,58160,80,97,UDP,2.4478989290587245
203.0.113.7,10.0.0.1,62075,80,102,UDP,2.4492047158973786
203.0.113.8,10.0.0.1,56214,80,124,UDP,2.4506125574615303
203.0.113.5,10.0.0.1,64017,80,101,UDP,2.4526247151312837
203.0.113.6,10.0.0.1,62194,80,77,UDP,2.4543605541941504
203.0.113.8,10.0.0.1,53106,80,94,UDP,2.455218813762346
203.0.113.2,10.0.0.1,8884,80,66,UDP,2.4564197348063854
203.0.113.8,10.0.0.1,57118,80,73,UDP,2.457660259664333
203.0.113.2,10.0.0.1,7717,80,82,UDP,2.4584789922738826
203.0.113.7,10.0.0.1,50088,80,74,UDP,2.4597779704787666
203.0.113.6,10.0.0.1,12270,80,66,UDP,2.460529798002625
203.0.113.5,10.0.0.1,46605,80,33,UDP,2.4609082081535303
203.0.113.5,10.0.0.1,7481,80,66,UDP,2.4610082081535305
203.0.113.9,10.0.0.1,1474,80,82,UDP,2.462112274822874
203.0.113.5,10.0.0.1,65035,80,128,UDP,2.4633807723374113
203.0.113.8,10.0.0.1,54004,80,77,UDP,2.465016521596211
203.0.113.7,10.0.0.1,8758,80,91,UDP,2.4655564778016763
203.0.113.2,10.0.0.1,65478,80,36,UDP,2.465878388340076
203.0.113.2,10.0.0.1,62482,80,32,UDP,2.4660794849535903
203.0.113.6,10.0.0.1,51362,80,38,UDP,2.4676169414081928
203.0.113.9,10.0.0.1,63304,80,68,UDP,2.468694880233011
203.0.113.8,10.0.0.1,64400,80,95,UDP,2.470340937894588
203.0.113.1,10.0.0.1,27065,80,33,UDP,2.4715805366986707
203.0.113.7,10.0.0.1,4090,80,40,UDP,2.47255624284545
203.0.113.2,10.0.0.1,61803,80,107,UDP,2.474044893842621
203.0.113.8,10.0.0.1,1408,80,125,UDP,2.4746149152119226
203.0.113.7,10.0.0.1,10022,80,121,UDP,2.4751350772075416
203.0.113.6,10.0.0.1,37178,80,50,UDP,2.4762903001818177
203.0.113.1,10.0.0.1,18461,80,54,UDP,2.4774535360389436
203.0.113.6,10.0.0.1,53433,80,77,UDP,2.478958195230498
203.0.113.7,10.0.0.1,55678,80,57,UDP,2.479110613703507
203.0.113.5,10.0.0.1,36705,80,93,UDP,2.4796794961278583
203.0.113.9,10.0.0.1,50831,80,90,UDP,2.4801073999059553
203.0.113.5,10.0.0.1,45572,80,101,UDP,2.480931925592111
203.0.113.1,10.0.0.1,10963,80,41,UDP,2.4824558077942753
203.0.113.3,10.0.0.1,58195,80,44,UDP,2.482649028886491
203.0.113.1,10.0.0.1,52395,80,34,UDP,2.4841678621963528
203.0.113.1,10.0.0.1,35428,80,91,UDP,2.484737893399114
203.0.113.7,10.0.0.1,45299,80,95,UDP,2.486080947627356
203.0.113.6,10.0.0.1,18035,80,47,UDP,2.4872263934157903
203.0.113.9,10.0.0.1,46322,80,82,UDP,2.487904394629131
203.0.113.9,10.0.0.1,33857,80,81,UDP,2.48920340067604
203.0.113.1,10.0.0.1,45372,80,71,UDP,2.4902927994701245
203.0.113.2,10.0.0.1,25953,80,70,UDP,2.4909530478705744
203.0.113.5,10.0.0.1,29882,80,120,UDP,2.4921409575535907
203.0.113.1,10.0.0.1,58139,80,111,UDP,2.4925703064979885
203.0.113.8,10.0.0.1,53278,80,75,UDP,2.4939230169683873
203.0.113.4,10.0.0.1,11259,80,117,UDP,2.4941516310295353
203.0.113.3,10.0.0.1,9203,80,118,UDP,2.494751069021607
203.0.113.2,10.0.0.1,31464,80,119,UDP,2.4956415663139904
203.0.113.5,10.0.0.1,61543,80,57,UDP,2.49633819451181
203.0.113.7,10.0.0.1,31709,80,120,UDP,2.4971139404268
203.0.113.7,10.0.0.1,1177,80,128,UDP,2.4977783361782047
203.0.113.9,10.0.0.1,60093,80,73,UDP,2.4990339343509675
203.0.113.1,10.0.0.1,53396,80,112,UDP,2.4996769181318994
203.0.113.9,10.0.0.1,1452,80,104,UDP,2.4997965053330256
203.0.113.3,10.0.0.1,22226,80,111,UDP,2.500138549326316
203.0.113.3,10.0.0.1,42501,80,41,UDP,2.501149752418881
203.0.113.2,10.0.0.1,61393,80,66,UDP,2.501249752418881
203.0.113.6,10.0.0.1,3211,80,87,UDP,2.503578261056617
203.0.113.3,10.0.0.1,49460,80,87,UDP,2.5046358933997994
203.0.113.6,10.0.0.1,42504,80,62,UDP,2.505175464602523
203.0.113.8,10.0.0.1,62767,80,76,UDP,2.5062160225718264
203.0.113.3,10.0.0.1,2841,80,93,UDP,2.5072754467587934
203.0.113.8,10.0.0.1,9041,80,57,UDP,2.5084750792651036
203.0.113.9,10.0.0.1,35033,80,124,UDP,2.5095160354526547
203.0.113.1,10.0.0.1,50561,80,50,UDP,2.509768795651264
203.0.113.4,10.0.0.1,4100,80,123,UDP,2.5109432549723043
203.0.113.4,10.0.0.1,21486,80,51,UDP,2.511836423877993
203.0.113.7,10.0.0.1,37048,80,32,UDP,2.511936423877993
203.0.113.6,10.0.0.1,36676,80,41,UDP,2.513066232999316
203.0.113.8,10.0.0.1,20085,80,108,UDP,2.5141625949510567
203.0.113.9,10.0.0.1,33020,80,116,UDP,2.516126128967655
203.0.113.4,10.0.0.1,5547,80,112,UDP,2.5181307029251183
203.0.113.9,10.0.0.1,46153,80,55,UDP,2.518646509875811
203.0.113.3,10.0.0.1,31589,80,50,UDP,2.5204009615427183
203.0.113.2,10.0.0.1,48501,80,95,UDP,2.52156152266876
203.0.113.8,10.0.0.1,44636,80,100,UDP,2.522206875628164
203.0.113.1,10.0.0.1,39441,80,123,UDP,2.5241736956104583
203.0.113.6,10.0.0.1,55732,80,38,UDP,2.524759427997393
203.0.113.3,10.0.0.1,31500,80,126,UDP,2.5262528170409047
203.0.113.3,10.0.0.1,8330,80,118,UDP,2.527466927862571
203.0.113.1,10.0.0.1,5705,80,57,UDP,2.5285956289910474
203.0.113.1,10.0.0.1,6322,80,72,UDP,2.53026544622033
203.0.113.9,10.0.0.1,46421,80,78,UDP,2.530578351032776
203.0.113.6,10.0.0.1,57374,80,70,UDP,2.5312876272739744
203.0.113.5,10.0.0.1,3739,80,126,UDP,2.5321836593002884
203.0.113.4,10.0.0.1,65459,80,57,UDP,2.5336191369148926
203.0.113.5,10.0.0.1,28946,80,103,UDP,2.534678249643597
203.0.113.5,10.0.0.1,60547,80,71,UDP,2.5353087181093166
203.0.113.1,10.0.0.1,51703,80,94,UDP,2.5366064153786074
203.0.113.4,10.0.0.1,18014,80,98,UDP,2.5382135960288097
203.0.113.1,10.0.0.1,32763,80,99,UDP,2.539523317286338
203.0.113.9,10.0.0.1,50584,80,113,UDP,2.5405626620671935
203.0.113.3,10.0.0.1,60632,80,109,UDP,2.541327770983125
203.0.113.3,10.0.0.1,56408,80,82,UDP,2.541598565790676
203.0.113.3,10.0.0.1,56771,80,105,UDP,2.542464211236049
203.0.113.1,10.0.0.1,13061,80,71,UDP,2.543917437809321
203.0.113.9,10.0.0.1,60213,80,88,UDP,2.54468330879919
203.0.113.5,10.0.0.1,46768,80,87,UDP,2.5453274799842287
203.0.113.7,10.0.0.1,3908,80,113,UDP,2.5473445378734767
203.0.113.7,10.0.0.1,33136,80,81,UDP,2.548198107879574
203.0.113.3,10.0.0.1,34006,80,77,UDP,2.549107437156732
203.0.113.5,10.0.0.1,11348,80,99,UDP,2.5497810053042063
203.0.113.8,10.0.0.1,12541,80,119,UDP,2.5505913146090124
203.0.113.2,10.0.0.1,5360,80,117,UDP,2.550929457500962
203.0.113.8,10.0.0.1,38299,80,128,UDP,2.551895446025422
203.0.113.9,10.0.0.1,13017,80,50,UDP,2.553437792671044
203.0.113.4,10.0.0.1,48112,80,123,UDP,2.5547619007713753
203.0.113.9,10.0.0.1,57578,80,47,UDP,2.5562170848697345
203.0.113.7,10.0.0.1,33852,80,63,UDP,2.556689200745079
203.0.113.1,10.0.0.1,20083,80,44,UDP,2.5575389414164085
203.0.113.1,10.0.0.1,18751,80,50,UDP,2.5588822455564055
203.0.113.5,10.0.0.1,8533,80,104,UDP,2.5602629129486516
203.0.113.3,10.0.0.1,36304,80,73,UDP,2.560780083309551
203.0.113.8,10.0.0.1,2545,80,44,UDP,2.561519448987786
203.0.113.9,10.0.0.1,18160,80,45,UDP,2.5620490101782583
203.0.113.6,10.0.0.1,58247,80,99,UDP,2.563816510564406
203.0.113.1,10.0.0.1,32306,80,61,UDP,2.5645793380767423
203.0.113.8,10.0.0.1,53409,80,78,UDP,2.5655985567846358
203.0.113.5,10.0.0.1,56092,80,80,UDP,2.5665505986207
203.0.113.7,10.0.0.1,40836,80,53,UDP,2.568388653908294
203.0.113.5,10.0.0.1,35648,80,119,UDP,2.568818190654609
203.0.113.3,10.0.0.1,64536,80,81,UDP,2.569585342887242
203.0.113.1,10.0.0.1,53398,80,120,UDP,2.569836927593114
203.0.113.4,10.0.0.1,22622,80,118,UDP,2.570186393745634
203.0.113.4,10.0.0.1,58898,80,106,UDP,2.571422378827822
203.0.113.6,10.0.0.1,53639,80,125,UDP,2.5724481740040934
203.0.113.5,10.0.0.1,49816,80,106,UDP,2.5731683473598697
203.0.113.6,10.0.0.1,17108,80,82,UDP,2.5738743139492377
203.0.113.3,10.0.0.1,42924,80,68,UDP,2.5748367375210095
203.0.113.7,10.0.0.1,55559,80,125,UDP,2.5761274587856553
203.0.113.5,10.0.0.1,25076,80,68,UDP,2.5768452118099656
203.0.113.3,10.0.0.1,43073,80,87,UDP,2.578107513573712
203.0.113.5,10.0.0.1,57174,80,100,UDP,2.5782395700887077
203.0.113.1,10.0.0.1,37623,80,41,UDP,2.579606933122518
203.0.113.3,10.0.0.1,2296,80,51,UDP,2.5818918977047907
203.0.113.2,10.0.0.1,60480,80,101,UDP,2.582717464855452
203.0.113.8,10.0.0.1,63069,80,85,UDP,2.5842186885514398
203.0.113.6,10.0.0.1,60866,80,64,UDP,2.5854366475025548
203.0.113.4,10.0.0.1,10820,80,116,UDP,2.586914939605503
203.0.113.3,10.0.0.1,60852,80,107,UDP,2.5883968558015007
203.0.113.9,10.0.0.1,22909,80,118,UDP,2.589548068575903
203.0.113.9,10.0.0.1,60915,80,100,UDP,2.590728131635312
203.0.113.6,10.0.0.1,3335,80,127,UDP,2.5919486383129566
203.0.113.3,10.0.0.1,19547,80,105,UDP,2.592451441269055
203.0.113.2,10.0.0.1,22117,80,87,UDP,2.5936428678288874
203.0.113.2,10.0.0.1,7899,80,52,UDP,2.5959188589374937
203.0.113.1,10.0.0.1,24832,80,60,UDP,2.596686175421063
203.0.113.5,10.0.0.1,31087,80,92,UDP,2.5973735405755023
203.0.113.7,10.0.0.1,50808,80,44,UDP,2.598277134040438
203.0.113.8,10.0.0.1,27049,80,125,UDP,2.599180208139485
203.0.113.2,10.0.0.1,33585,80,100,UDP,2.6008778422386887
203.0.113.9,10.0.0.1,32107,80,39,UDP,2.6019391597510584
203.0.113.9,10.0.0.1,46132,80,110,UDP,2.602650594887921
203.0.113.8,10.0.0.1,26480,80,82,UDP,2.602830684174056
203.0.113.6,10.0.0.1,9879,80,109,UDP,2.6045342741037216
203.0.113.3,10.0.0.1,20499,80,77,UDP,2.6052759635789995
203.0.113.8,10.0.0.1,30200,80,43,UDP,2.6059386215099507
203.0.113.4,10.0.0.1,47762,80,106,UDP,2.6079089458114932
203.0.113.5,10.0.0.1,61726,80,36,UDP,2.6092728408896786
203.0.113.3,10.0.0.1,44857,80,125,UDP,2.610657038087441
203.0.113.3,10.0.0.1,42100,80,66,UDP,2.6117861939476614
203.0.113.8,10.0.0.1,27516,80,85,UDP,2.6127273592607327
203.0.113.6,10.0.0.1,64049,80,74,UDP,2.6132922919934436
203.0.113.3,10.0.0.1,24782,80,69,UDP,2.613888804946296
203.0.113.3,10.0.0.1,14056,80,80,UDP,2.6153983684820865
203.0.113.8,10.0.0.1,9918,80,52,UDP,2.616386653097663
203.0.113.7,10.0.0.1,14222,80,78,UDP,2.6173384897430862
203.0.113.5,10.0.0.1,32346,80,46,UDP,2.6179730114370687
203.0.113.8,10.0.0.1,65479,80,89,UDP,2.619173018972469
203.0.113.2,10.0.0.1,39923,80,69,UDP,2.6199442393178476
203.0.113.3,10.0.0.1,56066,80,118,UDP,2.620824891159439
203.0.113.9,10.0.0.1,1918,80,97,UDP,2.6213032581971247
203.0.113.9,10.0.0.1,51139,80,32,UDP,2.622123316944169
203.0.113.7,10.0.0.1,63364,80,88,UDP,2.622223316944169
203.0.113.8,10.0.0.1,47802,80,120,UDP,2.6236834073574538
203.0.113.6,10.0.0.1,64081,80,112,UDP,2.6245395362917394
203.0.113.8,10.0.0.1,15428,80,35,UDP,2.6252260040493365
203.0.113.6,10.0.0.1,5631,80,72,UDP,2.6253260040493367
203.0.113.3,10.0.0.1,13350,80,33,UDP,2.627072722178474
203.0.113.6,10.0.0.1,36333,80,126,UDP,2.6279441440972917
203.0.113.5,10.0.0.1,17334,80,48,UDP,2.6298353729257458
203.0.113.9,10.0.0.1,14258,80,74,UDP,2.6305095283941
203.0.113.1,10.0.0.1,58391,80,79,UDP,2.6319181285522957
203.0.113.9,10.0.0.1,63320,80,122,UDP,2.6328847541726206
203.0.113.6,10.0.0.1,50340,80,81,UDP,2.63337889281545
203.0.113.6,10.0.0.1,35577,80,76,UDP,2.634969739062047
203.0.113.6,10.0.0.1,51815,80,111,UDP,2.635880673995429
203.0.113.7,10.0.0.1,37705,80,85,UDP,2.6370843699911988
203.0.113.4,10.0.0.1,49825,80,110,UDP,2.637959019631908
203.0.113.5,10.0.0.1,2679,80,112,UDP,2.6388036597771567
203.0.113.4,10.0.0.1,3569,80,87,UDP,2.639795473097692
203.0.113.4,10.0.0.1,9536,80,125,UDP,2.6403754024736577
203.0.113.7,10.0.0.1,50470,80,80,UDP,2.6420031661022754
203.0.113.2,10.0.0.1,44672,80,94,UDP,2.6432414752763047
203.0.113.2,10.0.0.1,5483,80,55,UDP,2.643915633237763
203.0.113.3,10.0.0.1,29456,80,106,UDP,2.644988214243087
203.0.113.8,10.0.0.1,6246,80,42,UDP,2.6466158420924173
203.0.113.2,10.0.0.1,26910,80,85,UDP,2.6478354865452705
203.0.113.6,10.0.0.1,31091,80,56,UDP,2.6479553251600656
203.0.113.2,10.0.0.1,40300,80,123,UDP,2.6492509677534763
203.0.113.3,10.0.0.1,29237,80,35,UDP,2.650637210499651
203.0.113.4,10.0.0.1,11885,80,84,UDP,2.6510870725530826
203.0.113.6,10.0.0.1,46260,80,93,UDP,2.651763467512728
203.0.113.4,10.0.0.1,57397,80,84,UDP,2.653176392378561
203.0.113.3,10.0.0.1,12206,80,126,UDP,2.6544154648311493
203.0.113.1,10.0.0.1,45335,80,48,UDP,2.655924470769458
203.0.113.9,10.0.0.1,38939,80,86,UDP,2.656615352077074
203.0.113.5,10.0.0.1,12028,80,118,UDP,2.65773801651933
203.0.113.5,10.0.0.1,28169,80,118,UDP,2.658629182595645
203.0.113.8,10.0.0.1,56348,80,39,UDP,2.65957505738126
203.0.113.7,10.0.0.1,8481,80,98,UDP,2.6609468339636564
203.0.113.7,10.0.0.1,7818,80,111,UDP,2.662489174275401
203.0.113.3,10.0.0.1,23651,80,62,UDP,2.663960028985537
203.0.113.3,10.0.0.1,54789,80,101,UDP,2.664705301667105
203.0.113.5,10.0.0.1,38111,80,73,UDP,2.6656803189249088
203.0.113.1,10.0.0.1,21633,80,62,UDP,2.6670055501697156
203.0.113.7,10.0.0.1,44281,80,32,UDP,2.66822363900978
203.0.113.4,10.0.0.1,2436,80,85,UDP,2.669299184919239
203.0.113.7,10.0.0.1,24390,80,128,UDP,2.6705523077025863
203.0.113.8,10.0.0.1,56412,80,103,UDP,2.671077978002657
203.0.113.4,10.0.0.1,11959,80,91,UDP,2.6712491921342707
203.0.113.7,10.0.0.1,49641,80,41,UDP,2.671349192134271
203.0.113.9,10.0.0.1,26762,80,83,UDP,2.672184213846046
203.0.113.1,10.0.0.1,23070,80,106,UDP,2.6737518983570063
203.0.113.1,10.0.0.1,16997,80,95,UDP,2.674346916103785
203.0.113.9,10.0.0.1,58384,80,36,UDP,2.6756001310032897
203.0.113.1,10.0.0.1,4545,80,60,UDP,2.677401973651159
203.0.113.8,10.0.0.1,61533,80,85,UDP,2.6786246060069057
203.0.113.9,10.0.0.1,42744,80,128,UDP,2.6795835211217516
203.0.113.9,10.0.0.1,46285,80,93,UDP,2.6803502995622766
203.0.113.7,10.0.0.1,35549,80,98,UDP,2.681793162165927
203.0.113.1,10.0.0.1,60196,80,45,UDP,2.6833875532022247
203.0.113.4,10.0.0.1,12689,80,67,UDP,2.684702667345128
203.0.113.3,10.0.0.1,30361,80,41,UDP,2.6863983326981544
203.0.113.4,10.0.0.1,16217,80,108,UDP,2.6876010258972296
203.0.113.5,10.0.0.1,62554,80,59,UDP,2.6883952036315275
203.0.113.4,10.0.0.1,37112,80,91,UDP,2.688808813642495
203.0.113.2,10.0.0.1,5519,80,102,UDP,2.6899741836016364
203.0.113.4,10.0.0.1,28157,80,105,UDP,2.690283083649988
203.0.113.3,10.0.0.1,61629,80,83,UDP,2.6916369986657367
203.0.113.7,10.0.0.1,30929,80,89,UDP,2.691736998665737
203.0.113.9,10.0.0.1,23227,80,82,UDP,2.6932959785096484
203.0.113.2,10.0.0.1,50783,80,93,UDP,2.6941744491975017
203.0.113.7,10.0.0.1,6700,80,59,UDP,2.6952956670874286
203.0.113.9,10.0.0.1,29723,80,111,UDP,2.696173164581699
203.0.113.8,10.0.0.1,11303,80,77,UDP,2.696273164581699
203.0.113.7,10.0.0.1,57024,80,59,UDP,2.6976566674233973
203.0.113.5,10.0.0.1,19962,80,77,UDP,2.6982222502037785
203.0.113.4,10.0.0.1,31792,80,60,UDP,2.698890565530508
203.0.113.2,10.0.0.1,22945,80,59,UDP,2.7001200707487025
203.0.113.7,10.0.0.1,16653,80,52,UDP,2.7017943823252155
203.0.113.4,10.0.0.1,44166,80,75,UDP,2.7026880270699998
203.0.113.3,10.0.0.1,10281,80,67,UDP,2.703724169903212
203.0.113.4,10.0.0.1,1083,80,120,UDP,2.70462310027035
203.0.113.3,10.0.0.1,45027,80,53,UDP,2.7047231002703502
203.0.113.1,10.0.0.1,39281,80,118,UDP,2.70557281582666
203.0.113.8,10.0.0.1,11603,80,86,UDP,2.7059153675428096
203.0.113.9,10.0.0.1,15833,80,118,UDP,2.706645827162898
203.0.113.6,10.0.0.1,2375,80,124,UDP,2.708064577694398
203.0.113.5,10.0.0.1,36280,80,82,UDP,2.708373365108819
203.0.113.4,10.0.0.1,40855,80,75,UDP,2.7095398172563283
203.0.113.5,10.0.0.1,11609,80,79,UDP,2.7101574196478606
203.0.113.6,10.0.0.1,30568,80,121,UDP,2.711544119949692
203.0.113.8,10.0.0.1,56616,80,51,UDP,2.712355004010393
203.0.113.5,10.0.0.1,22024,80,110,UDP,2.7131547001583827
203.0.113.3,10.0.0.1,8600,80,63,UDP,2.713909080998674
203.0.113.4,10.0.0.1,27849,80,79,UDP,2.714359870590424
203.0.113.1,10.0.0.1,34603,80,75,UDP,2.714863697766961
203.0.113.5,10.0.0.1,8313,80,112,UDP,2.71629142164583
203.0.113.1,10.0.0.1,2119,80,85,UDP,2.717516592350603
203.0.113.2,10.0.0.1,60138,80,50,UDP,2.718629603012407
203.0.113.6,10.0.0.1,53922,80,99,UDP,2.7191055720158634
203.0.113.5,10.0.0.1,41424,80,90,UDP,2.7205476126921333
203.0.113.2,10.0.0.1,15078,80,68,UDP,2.722091996995538
203.0.113.8,10.0.0.1,65099,80,36,UDP,2.7234879626417725
203.0.113.6,10.0.0.1,29254,80,117,UDP,2.7235879626417727
203.0.113.1,10.0.0.1,17808,80,107,UDP,2.7239968140365574
203.0.113.3,10.0.0.1,2870,80,54,UDP,2.724575901833704
203.0.113.3,10.0.0.1,15028,80,100,UDP,2.7248593941437877
203.0.113.1,10.0.0.1,57468,80,33,UDP,2.725683858111556
203.0.113.6,10.0.0.1,63618,80,44,UDP,2.7257838581115563
203.0.113.7,10.0.0.1,8343,80,37,UDP,2.7270169790448007
203.0.113.2,10.0.0.1,13932,80,61,UDP,2.727869822883952
203.0.113.1,10.0.0.1,19607,80,118,UDP,2.7299688015348766
203.0.113.1,10.0.0.1,54922,80,104,UDP,2.7309797955679542
203.0.113.3,10.0.0.1,58010,80,72,UDP,2.7310797955679544
203.0.113.6,10.0.0.1,51409,80,83,UDP,2.73269777325353
203.0.113.8,10.0.0.1,8308,80,118,UDP,2.7341894869762555
203.0.113.3,10.0.0.1,39227,80,100,UDP,2.735599032896322
203.0.113.7,10.0.0.1,16990,80,123,UDP,2.7363522425835467
203.0.113.3,10.0.0.1,36563,80,55,UDP,2.738205874377587
203.0.113.9,10.0.0.1,15341,80,106,UDP,2.739507901488605
203.0.113.1,10.0.0.1,7095,80,104,UDP,2.740813457425334
203.0.113.6,10.0.0.1,4617,80,117,UDP,2.7415413352426214
203.0.113.5,10.0.0.1,10249,80,93,UDP,2.7428302922616505
203.0.113.3,10.0.0.1,24478,80,123,UDP,2.743053159562937
203.0.113.7,10.0.0.1,9945,80,95,UDP,2.7442414715713954
